Location,Area,Bedrooms,Bathrooms,Parking,Floor,Age_of_Property,Furnished_Status,Price
Thane,3025,3,3,1.0,7.0,37.0,Furnished,22618891.25360941
Bandra,3306,1,1,2.0,13.0,27.0,Furnished,44735328.52958637
Borivali,529,2,2,2.0,11.0,6.0,Unfurnished,4378603.538234849
Thane,3378,3,3,2.0,9.0,17.0,Semi-Furnished,27860155.08108744
Bandra,3937,1,1,2.0,29.0,35.0,Furnished,63905298.43327366
Dadar,3677,2,1,1.0,19.0,35.0,Furnished,38232516.35848783
Worli,2211,2,3,1.0,19.0,3.0,Semi-Furnished,30267201.85042099
Vikhroli,2401,1,1,2.0,25.0,29.0,Furnished,17950730.57855724
Vikhroli,665,3,3,1.0,20.0,23.0,Furnished,5814182.497274204
Vikhroli,1960,2,1,0.0,12.0,,Semi-Furnished,14188637.393311169
Juhu,2385,3,2,1.0,28.0,30.0,Furnished,38977830.287602
Lower Parel,1192,4,3,1.0,18.0,23.0,Furnished,17421295.639189627
Kandivali,2700,3,2,2.0,14.0,,Unfurnished,22346538.451444782
Malad,3269,5,5,1.0,7.0,25.0,Unfurnished,24697461.22698309
Malad,1712,3,4,1.0,22.0,12.0,Semi-Furnished,15031494.49113447
Lower Parel,563,3,3,2.0,20.0,7.0,Furnished,8737163.768826982
Vikhroli,494,5,5,2.0,9.0,4.0,Unfurnished,3664310.404405457
Borivali,2205,2,2,,2.0,12.0,Semi-Furnished,15240028.235469583
Goregaon,3280,4,3,1.0,20.0,28.0,Furnished,30676774.854431234
Powai,1533,1,1,1.0,2.0,19.0,Furnished,13094519.420205016
Goregaon,2783,2,2,1.0,25.0,13.0,Furnished,26944368.037555784
Powai,1221,1,1,0.0,4.0,31.0,Semi-Furnished,11427942.191609535
Goregaon,637,3,4,1.0,15.0,26.0,Unfurnished,5354244.182993172
Kandivali,2828,3,3,1.0,16.0,24.0,Unfurnished,20656215.368525468
Juhu,3907,3,3,1.0,5.0,3.0,Semi-Furnished,67212797.22281514
Juhu,3346,2,3,1.0,25.0,20.0,Semi-Furnished,48459271.15232124
Vikhroli,2930,2,2,,19.0,17.0,Semi-Furnished,19621048.39786968
Dadar,2360,1,1,1.0,,38.0,Semi-Furnished,22577496.70607306
Bandra,3349,2,3,1.0,15.0,14.0,Furnished,58653972.32266747
Dadar,1448,4,3,1.0,23.0,37.0,Semi-Furnished,18382382.12088478
Mulund,2076,2,3,0.0,1.0,23.0,Unfurnished,14741272.69827751
Juhu,3588,4,3,1.0,19.0,7.0,Semi-Furnished,60632053.8595374
Juhu,2929,4,4,2.0,14.0,27.0,Unfurnished,42618984.16487319
Thane,3863,2,3,1.0,17.0,20.0,Semi-Furnished,26002126.308530852
Thane,3364,3,3,0.0,0.0,15.0,Semi-Furnished,25982371.864214104
Bandra,3441,1,1,1.0,25.0,15.0,Furnished,53481172.541748784
Kurla,1363,2,2,2.0,28.0,34.0,Semi-Furnished,8714142.467719069
Mulund,936,1,2,1.0,28.0,16.0,Unfurnished,7635179.66807827
Dadar,3550,3,4,1.0,18.0,8.0,Semi-Furnished,42791690.46179352
Borivali,2003,2,2,1.0,11.0,34.0,Furnished,15170564.02379772
Thane,3644,3,3,1.0,7.0,28.0,Furnished,28279891.44194629
Borivali,2379,3,4,2.0,5.0,38.0,Semi-Furnished,15965840.769716695
Andheri,3483,2,2,1.0,11.0,17.0,Semi-Furnished,36536666.23654965
Thane,527,3,3,1.0,6.0,11.0,Semi-Furnished,4402629.582182009
Kandivali,491,3,3,1.0,17.0,18.0,Unfurnished,3619833.875717739
Kurla,942,1,1,0.0,21.0,,Unfurnished,5621874.0040542595
Mulund,1245,2,1,1.0,13.0,14.0,Semi-Furnished,9055283.491194377
Worli,2081,3,2,1.0,7.0,0.0,Furnished,35630280.43469965
Bandra,3436,2,1,0.0,23.0,1.0,Furnished,55804441.89789204
Andheri,2251,3,4,0.0,19.0,7.0,Semi-Furnished,22976695.631762568
Worli,2894,2,2,0.0,21.0,21.0,Unfurnished,44161940.27515493
Mulund,789,2,2,2.0,13.0,24.0,Unfurnished,5585426.228418512
Dadar,3119,2,2,1.0,4.0,,Semi-Furnished,38565361.1189019
Vikhroli,2284,2,2,2.0,8.0,8.0,Furnished,19663883.08428466
Kandivali,442,3,3,0.0,7.0,8.0,Unfurnished,3440272.5517773074
Mulund,653,2,2,2.0,1.0,12.0,Unfurnished,4357555.3821314
Kandivali,3601,3,3,0.0,27.0,5.0,Semi-Furnished,28457005.130146984
Lower Parel,1483,4,5,1.0,15.0,29.0,Furnished,24146857.13672711
Kandivali,3110,3,3,2.0,12.0,14.0,Semi-Furnished,24251478.83037978
Borivali,2914,3,3,1.0,6.0,14.0,Unfurnished,19790501.97903183
Lower Parel,2734,2,2,1.0,15.0,6.0,Semi-Furnished,37952427.520728625
Goregaon,3458,2,3,0.0,6.0,10.0,Unfurnished,24171572.346869893
Worli,1940,3,3,0.0,26.0,39.0,Furnished,23223599.0963854
Vikhroli,3938,2,1,,13.0,37.0,Furnished,29347212.43949217
Lower Parel,2353,3,3,1.0,13.0,39.0,Furnished,30357378.749404673
Dadar,3225,2,2,1.0,11.0,1.0,Unfurnished,40550021.65292904
Andheri,2792,3,3,1.0,0.0,38.0,Semi-Furnished,24649969.032771945
Mulund,1041,4,4,1.0,0.0,9.0,Unfurnished,8417578.059454871
Powai,2829,4,5,0.0,11.0,16.0,Furnished,36736070.87667719
Andheri,1089,3,4,0.0,19.0,6.0,Unfurnished,10733842.117906753
Goregaon,1676,3,3,2.0,20.0,39.0,Unfurnished,13494615.680459542
Andheri,2350,3,4,0.0,,38.0,Furnished,24004466.192902766
Juhu,1479,3,2,1.0,,3.0,Unfurnished,24668997.326930117
Dadar,1886,2,1,0.0,6.0,34.0,Furnished,21329702.203369528
Powai,856,2,1,1.0,15.0,35.0,Furnished,9210974.880223108
Lower Parel,1382,3,2,1.0,2.0,30.0,Furnished,18273985.801820315
Lower Parel,2530,5,6,1.0,6.0,24.0,Unfurnished,32103826.971889567
Lower Parel,1522,2,1,1.0,28.0,12.0,Unfurnished,22217654.443970643
Goregaon,548,3,3,,23.0,17.0,Semi-Furnished,4604653.259364486
Borivali,1752,3,2,1.0,21.0,20.0,Unfurnished,12423450.966284182
Worli,1579,3,3,0.0,5.0,0.0,Semi-Furnished,26353858.59984535
Mulund,589,3,2,1.0,15.0,35.0,Unfurnished,4328456.658524042
Kurla,3965,2,2,0.0,23.0,7.0,Furnished,37439233.29563745
Malad,1282,3,2,2.0,7.0,20.0,Semi-Furnished,11063062.779081684
Worli,2710,4,5,1.0,22.0,20.0,Semi-Furnished,43005683.4076182
Goregaon,3551,3,4,0.0,21.0,26.0,Furnished,33882314.720066085
Bandra,799,2,1,1.0,5.0,,Semi-Furnished,11519738.070143057
Dadar,3211,3,4,1.0,9.0,22.0,Semi-Furnished,38597819.08542137
Mulund,1008,4,3,1.0,15.0,34.0,Furnished,8343927.573578844
Worli,3731,1,1,1.0,10.0,,Unfurnished,41052853.97303225
Vikhroli,2195,3,2,1.0,,,Furnished,18642771.49654375
Goregaon,2038,4,4,1.0,28.0,7.0,Unfurnished,20025941.126525704
Juhu,1975,3,3,0.0,5.0,10.0,Furnished,35112086.09787277
Malad,3232,5,5,1.0,23.0,15.0,Furnished,32108421.90140211
Juhu,2548,3,3,1.0,0.0,38.0,Furnished,41045309.08002577
Lower Parel,1782,3,3,1.0,20.0,23.0,Unfurnished,24439746.389420677
Malad,1803,3,2,1.0,18.0,20.0,Unfurnished,15854509.676457243
Worli,1219,2,2,1.0,11.0,22.0,Furnished,17069741.875781618
Vikhroli,3692,2,2,1.0,23.0,37.0,Furnished,29423942.212110274
Lower Parel,1219,3,2,2.0,26.0,7.0,Semi-Furnished,18637587.466445416
Kurla,819,2,1,,5.0,6.0,Semi-Furnished,6265219.579527416
Dadar,523,2,1,1.0,29.0,1.0,Unfurnished,6900776.154381818
Bandra,821,4,4,1.0,17.0,29.0,Furnished,13788710.301840758
Mulund,3702,4,5,2.0,12.0,12.0,Semi-Furnished,28991076.070112575
Borivali,3534,3,2,0.0,6.0,22.0,Unfurnished,26573517.44484271
Juhu,1908,4,4,,22.0,28.0,Unfurnished,25806548.833946116
Juhu,1997,3,3,1.0,12.0,37.0,Semi-Furnished,33530579.443521872
Lower Parel,1167,2,3,0.0,20.0,36.0,Furnished,15585441.290334487
Kandivali,2444,2,2,0.0,7.0,19.0,Furnished,20484437.207747083
Malad,2930,3,3,1.0,29.0,32.0,Semi-Furnished,23657632.46927913
Thane,2966,3,4,,20.0,28.0,Semi-Furnished,20508831.83702443
Kurla,2602,2,2,1.0,16.0,14.0,Unfurnished,16816585.903005775
Mulund,2539,3,3,2.0,8.0,22.0,Unfurnished,17342221.705110513
Malad,3429,1,1,0.0,19.0,2.0,Semi-Furnished,30475548.739692338
Kandivali,1949,3,3,0.0,12.0,36.0,Semi-Furnished,13820037.649237404
Andheri,2902,4,4,1.0,1.0,28.0,Semi-Furnished,26778064.423963893
Malad,2164,3,3,1.0,,7.0,Furnished,19307660.354648042
Borivali,2444,5,4,1.0,29.0,21.0,Furnished,22170900.676428746
Mulund,3045,4,4,0.0,28.0,,Semi-Furnished,22905151.45749057
Worli,909,4,4,1.0,24.0,1.0,Furnished,15289751.806763459
Kurla,1606,4,4,1.0,1.0,0.0,Furnished,13106105.10743074
Kandivali,785,4,4,1.0,3.0,19.0,Furnished,6193577.532121814
Andheri,1997,3,4,1.0,17.0,20.0,Furnished,22303572.639721014
Dadar,2852,1,1,1.0,4.0,36.0,Furnished,27131650.3828559
Powai,2693,3,4,,18.0,7.0,Semi-Furnished,31656833.237071656
Kandivali,1141,3,2,0.0,9.0,26.0,Semi-Furnished,8472615.300677741
Powai,3108,2,1,0.0,17.0,34.0,Semi-Furnished,35438611.45619784
Mulund,3097,2,2,1.0,29.0,5.0,Semi-Furnished,24661191.561307907
Juhu,3942,5,4,1.0,24.0,18.0,Unfurnished,59847875.28150013
Kandivali,2311,4,4,1.0,20.0,17.0,Furnished,20543906.233182743
Dadar,1846,4,3,1.0,9.0,0.0,Semi-Furnished,24839289.631190125
Bandra,1300,2,3,1.0,4.0,24.0,Furnished,19365693.966283735
Lower Parel,2512,1,1,2.0,16.0,26.0,Semi-Furnished,32006910.955184475
Powai,3484,1,1,1.0,21.0,6.0,Unfurnished,40322231.09581625
Lower Parel,2660,2,1,0.0,12.0,28.0,Unfurnished,33657104.15016061
Borivali,2409,1,2,0.0,22.0,30.0,Semi-Furnished,16885651.509093516
Bandra,641,1,1,1.0,16.0,35.0,Semi-Furnished,9305128.214780059
Lower Parel,2940,4,3,1.0,8.0,18.0,Semi-Furnished,41166921.14153227
Goregaon,3684,3,3,0.0,23.0,5.0,Furnished,36820189.910923555
Goregaon,2785,2,2,1.0,11.0,24.0,Semi-Furnished,23351172.341033615
Andheri,2420,2,2,0.0,13.0,30.0,Semi-Furnished,18409388.512873456
Kurla,572,3,3,1.0,13.0,8.0,Semi-Furnished,4449649.791832464
Juhu,1071,1,1,1.0,7.0,19.0,Furnished,16815510.465939634
Mulund,563,4,4,,22.0,9.0,Unfurnished,4134774.5094830585
Kandivali,864,2,2,0.0,4.0,36.0,Furnished,6171793.852117763
Thane,3442,2,1,2.0,18.0,26.0,Furnished,24126896.237324376
Borivali,896,2,3,1.0,27.0,12.0,Semi-Furnished,6136025.716356191
Powai,1099,1,1,1.0,13.0,1.0,Furnished,12522292.719692271
Mulund,2842,3,3,0.0,8.0,20.0,Unfurnished,23666079.21789299
Bandra,1102,3,2,1.0,,32.0,Semi-Furnished,15275075.683326617
Vikhroli,2340,3,3,2.0,6.0,23.0,Unfurnished,16309999.084923042
Goregaon,2755,2,3,2.0,26.0,33.0,Semi-Furnished,19491805.363814626
Vikhroli,2191,3,3,1.0,25.0,8.0,Unfurnished,19570824.000002265
Dadar,582,3,3,2.0,25.0,1.0,Unfurnished,7464182.266591934
Borivali,1028,4,4,0.0,7.0,29.0,Semi-Furnished,7065445.249368853
Thane,2957,2,3,0.0,13.0,21.0,Semi-Furnished,21796223.91089813
Kandivali,2131,2,2,2.0,21.0,10.0,Unfurnished,18323660.229754295
Andheri,945,3,3,1.0,27.0,16.0,Furnished,9522834.794195818
Thane,1987,3,4,1.0,13.0,35.0,Semi-Furnished,12234635.331299432
Borivali,1023,3,3,1.0,10.0,12.0,Furnished,10204467.549947947
Thane,993,2,1,2.0,13.0,6.0,Furnished,7899831.335537589
Borivali,1143,3,2,1.0,20.0,15.0,Furnished,9481981.756260647
Borivali,3698,4,4,2.0,7.0,32.0,Semi-Furnished,21884372.205131512
Malad,2168,3,3,1.0,2.0,0.0,Semi-Furnished,18702309.69033533
Powai,1859,4,4,0.0,,10.0,Furnished,21649416.305376638
Worli,2348,3,4,2.0,28.0,5.0,Unfurnished,34231265.86853137
Vikhroli,3893,4,3,0.0,28.0,19.0,Semi-Furnished,25301417.339297082
Worli,3001,4,4,2.0,22.0,34.0,Unfurnished,43523605.34032913
Worli,2468,2,2,1.0,17.0,36.0,Unfurnished,26627061.850104257
Worli,3001,4,4,1.0,2.0,25.0,Unfurnished,33922490.16168134
Lower Parel,2844,2,2,1.0,12.0,11.0,Unfurnished,34627203.10209505
Goregaon,3072,4,3,0.0,11.0,29.0,Unfurnished,26451772.61168819
Malad,504,3,3,1.0,14.0,27.0,Unfurnished,3580447.4095739597
Kandivali,2639,1,1,2.0,17.0,26.0,Furnished,18799916.938229453
Malad,416,3,4,2.0,4.0,18.0,Semi-Furnished,3413355.024278761
Juhu,3591,5,6,,6.0,4.0,Unfurnished,61498150.09919307
Juhu,792,1,1,2.0,10.0,4.0,Semi-Furnished,14166996.22736473
Lower Parel,824,3,3,2.0,25.0,26.0,Unfurnished,10300677.465757139
Goregaon,2576,3,3,1.0,26.0,27.0,Unfurnished,20075559.236241657
Thane,3601,4,4,0.0,10.0,25.0,Furnished,32379938.03190895
Powai,971,2,2,2.0,26.0,26.0,Unfurnished,9840243.657984294
Goregaon,2476,2,2,1.0,14.0,20.0,Furnished,22158379.569775946
Lower Parel,1520,1,1,2.0,9.0,0.0,Semi-Furnished,20859251.728602797
Borivali,3481,3,2,2.0,,27.0,Semi-Furnished,20356409.203590803
Bandra,641,3,3,2.0,12.0,14.0,Furnished,11480546.670053896
Powai,2679,4,3,1.0,13.0,16.0,Semi-Furnished,34702612.93380024
Kurla,1188,1,1,1.0,16.0,25.0,Semi-Furnished,8396842.37226331
Vikhroli,3755,3,2,1.0,12.0,19.0,Furnished,28247259.74897209
Powai,1114,1,1,1.0,,24.0,Unfurnished,10542079.504219478
Lower Parel,1158,2,2,0.0,24.0,,Semi-Furnished,16546742.717771221
Borivali,3249,3,4,1.0,0.0,32.0,Semi-Furnished,22834623.03291879
Borivali,1175,3,3,1.0,0.0,24.0,Furnished,9583737.42365256
Andheri,3173,3,3,2.0,29.0,7.0,Unfurnished,31578435.217127636
Worli,2647,4,3,0.0,14.0,4.0,Unfurnished,39444933.7891451
Goregaon,3392,3,4,1.0,15.0,5.0,Furnished,33632898.357817546
Borivali,478,5,5,0.0,11.0,22.0,Furnished,4354134.433593901
Juhu,3403,4,3,0.0,25.0,29.0,Unfurnished,64142887.551465034
Worli,1255,3,4,0.0,23.0,13.0,Semi-Furnished,18167506.16709387
Kandivali,3644,4,5,1.0,5.0,,Furnished,29450138.398123875
Bandra,2914,3,4,0.0,,10.0,Semi-Furnished,44314732.44542893
Lower Parel,3028,1,2,1.0,11.0,30.0,Semi-Furnished,36954074.294607654
Vikhroli,1839,3,4,1.0,24.0,5.0,Unfurnished,15368205.521896109
Goregaon,3387,1,1,,14.0,10.0,Furnished,30018246.37445338
Mulund,2896,3,2,2.0,3.0,12.0,Semi-Furnished,19108789.787109658
Juhu,2534,3,3,2.0,23.0,11.0,Furnished,50303732.639978215
Dadar,2548,1,1,2.0,,1.0,Unfurnished,29729217.697823234
Kurla,1431,2,2,2.0,,34.0,Unfurnished,8602572.084827537
Thane,1244,4,4,2.0,1.0,35.0,Unfurnished,7477749.86133088
Borivali,3671,3,3,1.0,26.0,16.0,Semi-Furnished,29720782.987560354
Mulund,3976,2,2,0.0,23.0,27.0,Semi-Furnished,27563543.23273799
Borivali,486,3,2,1.0,11.0,27.0,Unfurnished,3215619.7352445633
Powai,2490,3,3,1.0,6.0,21.0,Furnished,25773689.19644416
Juhu,3856,3,3,1.0,19.0,37.0,Unfurnished,51095505.68438576
Powai,3906,5,5,1.0,8.0,6.0,Furnished,54166424.09981534
Andheri,807,3,2,2.0,8.0,14.0,Semi-Furnished,6766152.39894982
Powai,3954,2,2,2.0,7.0,31.0,Semi-Furnished,42422111.55722606
Andheri,3111,4,4,1.0,13.0,10.0,Unfurnished,27067506.06006104
Kurla,3488,4,4,1.0,0.0,23.0,Unfurnished,23231869.414937362
Lower Parel,2068,2,1,2.0,22.0,2.0,Semi-Furnished,31330377.71252026
Andheri,547,2,2,1.0,20.0,29.0,Semi-Furnished,5029840.251277068
Mulund,2724,2,2,1.0,22.0,5.0,Unfurnished,23059483.716943648
Worli,631,3,4,1.0,11.0,1.0,Furnished,10581750.472624222
Borivali,2350,3,2,1.0,24.0,13.0,Unfurnished,17823712.059987307
Thane,765,3,3,1.0,1.0,17.0,Semi-Furnished,5664549.463171082
Worli,3699,4,3,2.0,12.0,30.0,Semi-Furnished,52137149.44242535
Vikhroli,2074,3,3,1.0,29.0,12.0,Furnished,17040864.90705242
Lower Parel,835,2,2,0.0,26.0,25.0,Semi-Furnished,11167624.270751465
Powai,798,2,2,1.0,3.0,11.0,Furnished,9241535.24431131
Dadar,1634,2,2,1.0,19.0,17.0,Furnished,19643995.15780378
Vikhroli,1814,2,1,2.0,17.0,8.0,Furnished,14428269.599940533
Juhu,2946,3,3,1.0,18.0,20.0,Semi-Furnished,49171994.56587498
Andheri,2987,4,4,1.0,15.0,39.0,Semi-Furnished,23501602.994021267
Borivali,962,2,2,1.0,26.0,23.0,Unfurnished,7440525.558551529
Bandra,3962,3,4,1.0,,33.0,Furnished,57009704.598930135
Goregaon,2889,3,3,1.0,,7.0,Semi-Furnished,21913152.63504267
Mulund,1684,2,2,1.0,28.0,32.0,Semi-Furnished,12655736.011339093
Thane,1172,2,1,1.0,7.0,22.0,Semi-Furnished,6215198.881725621
Malad,2797,3,3,1.0,11.0,12.0,Unfurnished,20457321.93161641
Mulund,2437,1,1,1.0,8.0,13.0,Semi-Furnished,21789112.071380172
Kurla,3823,4,4,2.0,,13.0,Unfurnished,29125463.195123203
Bandra,2967,1,2,2.0,25.0,15.0,Semi-Furnished,47926637.27116193
Dadar,1743,2,2,1.0,17.0,37.0,Semi-Furnished,16512394.967997432
Goregaon,2585,3,4,1.0,1.0,38.0,Semi-Furnished,18742607.531505506
Bandra,1973,5,4,1.0,22.0,25.0,Unfurnished,32810880.472112298
Powai,1391,2,3,2.0,7.0,25.0,Unfurnished,14301635.85598058
Andheri,2815,2,2,1.0,23.0,0.0,Semi-Furnished,31160497.56449478
Lower Parel,3691,1,1,1.0,13.0,31.0,Unfurnished,48201459.53223853
Thane,3808,2,2,1.0,5.0,14.0,Furnished,30400698.68878764
Kandivali,1646,2,2,2.0,9.0,20.0,Unfurnished,10145797.529818766
Andheri,759,3,4,0.0,7.0,17.0,Furnished,7927489.083458209
Kandivali,1320,2,2,1.0,29.0,29.0,Furnished,9791765.484281698
Vikhroli,2776,1,1,1.0,16.0,,Furnished,19388927.494630728
Lower Parel,3409,4,4,0.0,24.0,23.0,Unfurnished,48571097.129038885
Goregaon,2910,2,2,0.0,28.0,29.0,Unfurnished,24422782.01591699
Borivali,3393,2,2,2.0,11.0,1.0,Unfurnished,26134938.231345758
Malad,1362,2,2,2.0,16.0,18.0,Unfurnished,10568462.163204614
Juhu,2227,5,5,1.0,12.0,24.0,Semi-Furnished,30432719.441377435
Worli,3853,2,3,2.0,18.0,13.0,Unfurnished,58641158.04402586
Lower Parel,3283,4,4,1.0,11.0,5.0,Unfurnished,49874197.00271136
Andheri,2013,3,2,1.0,15.0,11.0,Semi-Furnished,19937151.830050915
Thane,2040,1,1,1.0,24.0,19.0,Furnished,13656899.867724143
Worli,2616,5,5,2.0,26.0,,Semi-Furnished,34598591.2499369
Kurla,616,2,2,1.0,4.0,29.0,Unfurnished,4342447.071297778
Kurla,777,1,1,1.0,24.0,29.0,Unfurnished,4380843.781838176
Bandra,518,4,4,2.0,15.0,37.0,Unfurnished,7088303.383975145
Worli,589,3,3,1.0,24.0,29.0,Unfurnished,7217331.360696647
Thane,3214,3,4,0.0,5.0,,Unfurnished,16804705.983018175
Goregaon,769,2,1,1.0,10.0,35.0,Unfurnished,5684198.358543896
Vikhroli,2201,3,3,1.0,16.0,33.0,Unfurnished,15083815.24245602
Kandivali,2596,3,4,2.0,25.0,15.0,Furnished,18776713.567534965
Bandra,1051,2,3,1.0,22.0,23.0,Semi-Furnished,16781917.132707026
Kurla,2282,2,2,1.0,13.0,13.0,Semi-Furnished,15349326.046248514
Juhu,1911,1,1,1.0,,25.0,Unfurnished,24150631.696862582
Juhu,1169,2,2,1.0,24.0,7.0,Semi-Furnished,17990421.221120987
Andheri,2821,4,5,1.0,22.0,13.0,Furnished,32515851.83300415
Goregaon,1180,2,3,1.0,29.0,30.0,Furnished,8527518.309835447
Borivali,2116,5,4,2.0,27.0,,Semi-Furnished,17210267.717018913
Kurla,2607,2,2,0.0,10.0,3.0,Semi-Furnished,19834760.22683615
Dadar,2798,3,3,1.0,11.0,0.0,Semi-Furnished,37173337.109676376
Goregaon,1711,2,2,1.0,12.0,19.0,Furnished,13828316.841049217
Vikhroli,3759,2,2,1.0,3.0,13.0,Semi-Furnished,29920535.07828464
Kandivali,3339,2,2,1.0,6.0,39.0,Furnished,20710287.638081733
Thane,1649,2,3,1.0,1.0,,Semi-Furnished,10717965.760791428
Worli,922,3,2,2.0,5.0,24.0,Semi-Furnished,12289213.750073653
Kurla,921,5,5,1.0,5.0,2.0,Semi-Furnished,7116129.39891614
Worli,1182,3,3,1.0,17.0,4.0,Semi-Furnished,18177023.530842517
Juhu,2720,2,2,0.0,29.0,37.0,Furnished,41560821.26780554
Thane,1335,1,1,2.0,19.0,25.0,Unfurnished,8331080.199669934
Thane,3873,2,1,1.0,7.0,39.0,Semi-Furnished,23354049.939756837
Thane,2630,3,3,,7.0,37.0,Furnished,19609467.11526854
Juhu,2088,3,4,1.0,28.0,,Furnished,32725722.374008387
Vikhroli,887,4,4,1.0,7.0,3.0,Semi-Furnished,7579791.503598641
Worli,2250,1,1,1.0,7.0,6.0,Furnished,35133629.56304957
Mulund,1245,3,3,2.0,0.0,,Furnished,9844623.584244667
Worli,2571,3,3,1.0,1.0,29.0,Semi-Furnished,36070686.38260179
Powai,3432,3,3,1.0,11.0,18.0,Semi-Furnished,34197209.09661805
Kandivali,3237,3,3,1.0,14.0,38.0,Semi-Furnished,22590301.776822373
Dadar,2861,3,3,1.0,3.0,34.0,Unfurnished,28668448.857934304
Mulund,2403,3,2,1.0,27.0,39.0,Furnished,16911048.362747706
Kandivali,2148,2,1,1.0,24.0,32.0,Unfurnished,14986609.974564262
Bandra,3643,3,3,1.0,2.0,,Furnished,52172550.367671415
Goregaon,3759,2,3,1.0,13.0,13.0,Semi-Furnished,32762863.91398104
Goregaon,3906,3,4,1.0,21.0,37.0,Furnished,25366241.17269412
Malad,1085,2,2,1.0,22.0,9.0,Unfurnished,9220920.718271358
Goregaon,2560,3,3,2.0,,27.0,Semi-Furnished,24582482.103884283
Worli,3335,4,5,1.0,12.0,13.0,Furnished,54439731.543127015
Juhu,2569,4,4,1.0,22.0,35.0,Semi-Furnished,38349415.692648396
Dadar,1967,4,4,2.0,18.0,37.0,Furnished,22472205.36569251
Borivali,1645,3,4,0.0,21.0,15.0,Unfurnished,12996339.415086415
Andheri,438,3,3,2.0,4.0,20.0,Semi-Furnished,3867437.4138701395
Malad,2944,3,4,2.0,,27.0,Furnished,25447614.592813738
Lower Parel,1179,4,5,2.0,27.0,32.0,Semi-Furnished,17707586.715984117
Lower Parel,1656,2,2,2.0,25.0,5.0,Furnished,27495887.629667282
Andheri,3390,5,6,1.0,19.0,14.0,Semi-Furnished,33961160.775826834
Kandivali,2596,4,4,1.0,0.0,2.0,Semi-Furnished,19194145.684274055
Andheri,3868,3,3,1.0,15.0,34.0,Semi-Furnished,31909834.908158798
Andheri,3469,2,2,1.0,29.0,13.0,Unfurnished,31598837.013528783
Lower Parel,3108,2,1,0.0,28.0,1.0,Furnished,44390298.20705604
Malad,2327,4,4,1.0,22.0,28.0,Unfurnished,19330293.129985154
Bandra,701,2,2,1.0,23.0,,Semi-Furnished,11987340.512505239
Worli,3831,4,3,2.0,1.0,25.0,Furnished,52494255.696395814
Thane,2685,3,2,2.0,6.0,11.0,Semi-Furnished,16976256.12188206
Goregaon,1046,2,1,2.0,5.0,1.0,Unfurnished,9425900.697973775
Goregaon,1062,4,4,1.0,4.0,16.0,Semi-Furnished,7970771.016137042
Juhu,2683,3,4,2.0,28.0,34.0,Furnished,43929590.890322804
Malad,2159,3,4,2.0,,9.0,Furnished,18614254.892302394
Juhu,2650,3,3,1.0,1.0,21.0,Unfurnished,41893592.969904765
Borivali,655,2,3,1.0,9.0,20.0,Semi-Furnished,5072504.018248884
Borivali,997,3,3,2.0,21.0,,Semi-Furnished,7367557.740949582
Juhu,1061,2,2,2.0,4.0,34.0,Furnished,17156396.97559868
Malad,634,4,4,1.0,17.0,20.0,Unfurnished,4905785.644821289
Juhu,1768,4,3,0.0,9.0,20.0,Unfurnished,27618019.64134541
Goregaon,2981,2,3,1.0,22.0,20.0,Furnished,26686257.314042017
Mulund,3307,3,3,0.0,21.0,31.0,Furnished,30868035.44649115
Powai,3937,3,3,2.0,27.0,4.0,Unfurnished,45658718.72785415
Lower Parel,1169,2,2,2.0,14.0,38.0,Unfurnished,11440647.55680076
Lower Parel,2988,5,5,0.0,26.0,8.0,Semi-Furnished,43555083.12483002
Dadar,612,1,1,1.0,8.0,17.0,Unfurnished,6950808.061504496
Andheri,862,2,2,0.0,10.0,20.0,Semi-Furnished,7502196.215913092
Powai,2883,3,2,1.0,25.0,7.0,Furnished,37132862.86047805
Worli,682,3,3,1.0,20.0,33.0,Unfurnished,8476110.65486657
Malad,1886,3,3,1.0,24.0,9.0,Semi-Furnished,12597873.604915738
Vikhroli,1830,3,3,1.0,24.0,23.0,Unfurnished,12074880.146441251
Powai,487,3,3,0.0,28.0,39.0,Furnished,5223635.641680561
Dadar,1467,3,3,1.0,16.0,23.0,Semi-Furnished,14602994.054786114
Borivali,860,1,1,0.0,20.0,31.0,Unfurnished,5076203.599287789
Kandivali,2725,2,2,1.0,8.0,32.0,Semi-Furnished,17557991.348357774
Andheri,2868,2,2,0.0,22.0,37.0,Semi-Furnished,23045851.58911007
Dadar,2124,2,2,1.0,15.0,33.0,Unfurnished,22371441.199451018
Thane,1776,3,4,2.0,5.0,10.0,Semi-Furnished,12844865.670021178
Vikhroli,3143,2,1,2.0,21.0,30.0,Semi-Furnished,21970022.837861802
Malad,914,2,2,2.0,10.0,17.0,Unfurnished,6487201.805409998
Andheri,1102,2,3,2.0,,22.0,Furnished,10878468.75061374
Worli,2053,4,4,0.0,16.0,21.0,Unfurnished,32282686.753417872
Powai,2466,4,3,0.0,3.0,,Unfurnished,27051350.566907275
Borivali,422,3,3,1.0,28.0,39.0,Semi-Furnished,2872906.9650945175
Bandra,2860,4,3,2.0,14.0,38.0,Semi-Furnished,36932017.8688602
Mulund,1453,3,3,2.0,0.0,19.0,Unfurnished,10622576.723099861
Thane,2230,3,4,0.0,21.0,12.0,Furnished,17816120.451982416
Vikhroli,2555,1,1,1.0,29.0,0.0,Semi-Furnished,21059885.099125724
